age,MonthlyIncome,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,RevolvingUtilizationOfUnsecuredLines,SeriousDlqin2yrs
33,1550.51,0.6153,8,1,0,0,0,0.2641,1
29,8793.66,0.0596,5,1,0,0,1,0.6622,1
48,5627.61,0.1957,3,0,1,0,0,0.3001,0
42,5754.78,0.5287,7,0,0,0,0,0.6397,1
52,8893.28,0.3962,4,5,0,0,0,0.1896,1
30,10238.65,0.1231,5,1,1,0,0,0.3111,1
34,2132.31,0.577,4,3,0,0,0,0.7855,1
27,1580.36,0.1059,7,1,0,0,0,0.1349,1
46,6035.91,0.2626,5,3,0,0,0,0.4787,1
37,3110.44,0.5385,5,1,0,1,0,0.7555,1
34,3284.38,0.1823,6,1,0,0,1,0.8976,1
53,1857.52,0.2068,3,0,0,0,0,0.5864,0
50,5168.5,0.1843,6,0,0,1,0,0.2867,1
33,4634.48,0.1949,5,2,2,0,0,0.3939,0
62,3316.62,0.2505,5,1,0,0,0,0.8066,0
41,1582.87,0.1489,14,1,0,0,0,0.5195,1
41,7521.27,0.2697,9,0,0,0,0,0.4431,1
49,4244.68,0.1132,3,0,0,0,0,0.0083,0
29,7120.31,0.4912,14,0,0,0,0,0.0119,0
45,1030.91,0.0611,5,0,1,0,0,0.35,1
55,3767.22,0.3053,7,1,0,1,0,0.1754,0
28,2368.14,0.1821,6,2,0,0,0,0.5822,0
54,3720.78,0.262,11,1,0,0,0,0.0991,0
23,6412.0,0.4266,8,2,1,0,0,0.5202,0
56,4545.84,0.3743,6,3,0,0,0,0.3749,0
23,3680.76,0.6492,7,1,0,0,0,0.4902,1
31,3668.98,0.144,6,0,1,0,0,0.7038,0
41,1428.16,0.3031,5,3,0,0,0,0.4658,1
57,2113.41,0.2339,10,0,0,0,0,0.1976,0
63,7135.04,0.1612,11,0,0,0,0,0.1546,0
48,2688.34,0.2713,4,0,0,0,0,0.4865,1
28,7217.41,0.2956,5,0,1,0,0,0.5916,1
43,5977.89,0.0472,11,1,0,0,1,0.4071,1
67,6170.43,0.3731,10,0,0,0,0,0.4648,0
26,4445.95,0.4526,9,0,0,0,0,0.4579,1
63,2802.86,0.528,8,3,0,0,0,0.4246,0
43,3325.28,0.3348,7,3,1,0,0,0.4774,1
21,5346.68,0.3097,4,0,0,0,0,0.5659,0
61,1017.02,0.1249,6,2,0,0,0,0.4931,1
22,7679.16,0.1545,7,1,0,0,0,0.3983,1
42,2697.09,0.1132,5,2,0,0,0,0.6112,1
32,3457.25,0.4498,4,0,0,0,0,0.2074,1
55,3475.18,0.2008,2,2,2,0,1,0.0087,1
24,3554.96,0.2809,7,1,0,0,0,0.6819,1
26,1655.43,0.2624,7,1,0,0,0,0.2816,0
52,3987.96,0.2717,6,2,1,0,0,0.1827,0
79,5201.07,0.4201,7,3,0,0,1,0.6254,0
23,1067.77,0.5267,9,2,1,0,0,0.2941,0
48,1668.25,0.3872,8,3,0,0,0,0.5814,1
68,6232.42,0.2211,5,0,1,0,0,0.1374,0
38,5574.06,0.4316,6,1,0,0,0,0.3109,1
50,4355.72,0.2492,10,0,0,0,0,0.3546,1
70,2418.04,0.5935,2,2,1,0,0,0.0347,0
63,5593.54,0.1927,2,1,0,0,0,0.7206,0
38,1769.16,0.1267,4,3,0,0,0,0.099,0
65,3352.96,0.3929,1,1,0,0,0,0.3733,0
60,1662.54,0.3034,8,0,0,2,0,0.1892,1
50,3303.7,0.2826,3,0,2,0,1,0.3029,1
47,1962.09,0.2952,6,0,1,1,0,0.1015,0
75,5730.09,0.3652,4,0,0,1,0,0.0614,1
72,4721.63,0.1504,3,0,0,0,0,0.2985,0
79,2585.45,0.3303,7,0,0,0,0,0.4782,0
60,7003.6,0.3677,1,0,0,0,0,0.1996,0
42,2051.26,0.3363,3,0,0,1,0,0.3583,0
27,3564.68,0.367,5,2,1,0,0,0.2802,0
28,2517.72,0.3817,15,3,0,0,0,0.8963,1
77,5684.07,0.4856,10,0,0,0,0,0.2598,0
42,5356.5,0.1231,8,1,0,0,0,0.3837,0
27,7951.96,0.1493,6,1,0,0,0,0.3344,0
34,3826.82,0.3997,5,1,0,0,0,0.0603,1
22,616.61,0.523,6,0,0,0,0,0.1397,0
52,2811.52,0.2915,8,1,0,0,0,0.4836,1
55,9312.9,0.5966,5,1,1,0,0,0.445,1
43,2995.91,0.6429,5,0,1,0,0,0.7785,1
64,1152.26,0.4637,10,2,0,0,0,0.1783,0
49,4767.6,0.2462,8,1,0,0,0,0.1611,0
77,4986.23,0.4372,5,0,1,0,0,0.3114,0
66,2353.55,0.2002,8,1,2,0,0,0.2315,1
25,3139.91,0.1204,4,1,0,0,0,0.3669,0
37,2189.92,0.4479,7,0,1,0,0,0.3851,0
65,4981.78,0.1492,2,0,0,1,1,0.4338,1
52,3766.72,0.0358,4,1,1,0,1,0.1523,0
65,1809.01,0.5669,5,0,0,0,0,0.7238,1
40,3620.16,0.1055,4,1,0,0,1,0.3464,0
23,2345.34,0.0726,3,1,0,2,0,0.1592,1
67,8748.49,0.533,8,0,0,0,0,0.012,0
67,6224.31,0.4569,4,1,0,1,0,0.6038,1
58,3383.39,0.3477,11,0,0,0,0,0.1347,0
44,3822.42,0.0611,10,1,0,0,0,0.1467,0
21,6689.31,0.0307,10,2,1,1,0,0.2191,0
63,3280.77,0.1022,5,1,0,0,0,0.1391,0
59,5738.97,0.3173,2,2,1,0,0,0.5632,1
60,8834.61,0.2004,7,1,2,0,0,0.4453,0
31,2712.08,0.393,9,1,0,0,0,0.7267,1
64,9776.01,0.4846,7,0,1,0,0,0.3413,1
63,8209.69,0.1018,3,1,0,0,0,0.1426,1
71,4226.52,0.1098,8,0,1,0,0,0.6383,1
54,2789.6,0.2595,7,1,0,0,0,0.4076,1
64,4195.08,0.3011,10,2,0,0,0,0.5382,0
44,3144.15,0.3472,6,1,2,0,0,0.2944,1
62,2262.75,0.3682,9,1,2,0,0,0.621,1
61,5010.87,0.3221,6,1,0,0,0,0.2322,1
66,1970.19,0.2949,2,0,0,0,0,0.8258,1
71,2971.63,0.3996,11,0,0,0,1,0.3436,1
21,2995.18,0.0936,6,0,0,1,0,0.217,0
66,1604.94,0.2047,6,1,0,0,1,0.76,0
67,5405.02,0.3241,6,2,0,1,0,0.5507,0
53,3174.79,0.2352,7,2,0,0,1,0.4026,0
51,7937.12,0.0732,7,1,0,0,0,0.3796,0
63,3143.86,0.0911,11,1,0,0,0,0.4248,0
47,2852.76,0.1994,2,3,0,1,0,0.3564,1
45,2115.86,0.0425,6,1,0,0,0,0.049,0
68,3727.22,0.3787,7,0,0,0,0,0.336,0
67,3739.87,0.0195,3,1,2,0,0,0.2645,0
33,5682.01,0.5531,11,2,0,0,0,0.3293,1
69,3790.34,0.2716,5,1,0,0,0,0.631,0
40,12789.13,0.2143,8,2,0,0,0,0.1309,0
29,4787.34,0.0861,5,0,0,0,0,0.2933,0
72,2014.04,0.2242,7,1,0,0,0,0.0173,1
35,1914.31,0.0373,5,1,0,0,0,0.0464,1
32,5018.46,0.2804,10,0,1,0,0,0.4229,0
36,1976.34,0.5692,5,0,0,0,0,0.228,1
50,5202.56,0.4648,5,2,1,1,0,0.4983,0
30,6231.57,0.1329,4,1,0,0,0,0.45,0
30,6322.34,0.4172,8,0,0,0,0,0.1734,0
44,2161.35,0.2376,3,2,1,0,0,0.4938,1
33,6328.91,0.2158,2,1,1,0,0,0.0288,0
32,4418.49,0.1299,5,1,0,0,0,0.9432,1
74,2528.24,0.3252,6,3,1,0,0,0.2228,1
56,3308.86,0.1575,5,2,0,0,0,0.5129,0
21,4830.8,0.5031,5,0,0,0,2,0.5006,1
26,2431.56,0.1212,14,0,1,0,0,0.5188,1
69,4363.87,0.1709,7,1,0,0,0,0.5448,0
36,8667.72,0.5321,7,1,1,0,1,0.1367,1
29,6492.7,0.5496,3,1,0,0,0,0.2123,1
60,3824.53,0.1322,7,0,0,0,2,0.4139,0
70,4190.12,0.2009,5,0,0,0,0,0.0926,0
44,2636.38,0.2922,4,1,1,1,0,0.1461,0
64,2681.31,0.2507,5,2,0,0,0,0.409,0
45,1447.63,0.1404,3,0,1,0,0,0.3895,0
27,4233.0,0.5327,7,1,0,0,0,0.609,1
68,5483.5,0.222,3,1,0,0,0,0.2612,0
75,3489.43,0.0648,9,3,0,0,0,0.2422,0
79,2150.82,0.2782,6,3,0,0,0,0.6928,0
26,3788.32,0.1048,5,2,0,3,1,0.0547,0
54,8144.18,0.4519,5,1,0,0,0,0.1657,1
57,6240.33,0.4368,3,1,4,0,0,0.577,1
25,3577.13,0.5244,9,2,0,1,0,0.5212,1
77,12437.34,0.4646,6,0,0,0,1,0.3341,1
27,18383.89,0.3435,8,3,1,0,0,0.3773,1
36,2729.61,0.359,8,0,0,1,0,0.8937,1
78,3141.54,0.5345,5,2,0,0,0,0.124,0
53,5519.26,0.0753,10,2,0,0,0,0.1924,0
61,2105.3,0.6055,9,0,0,0,0,0.2622,1
50,6060.09,0.5667,4,5,1,0,0,0.145,1
65,3869.5,0.1371,6,0,0,0,0,0.1173,0
25,4550.46,0.2373,7,4,0,0,0,0.0524,1
60,2577.92,0.1205,11,1,1,0,0,0.1322,0
24,2269.64,0.3751,8,1,0,0,0,0.2632,0
31,1106.24,0.5511,9,3,0,0,0,0.3883,1
50,8873.89,0.2686,6,0,1,0,0,0.3844,1
47,6405.22,0.2747,14,2,0,1,0,0.6065,0
30,5453.51,0.119,9,0,0,0,0,0.8966,1
68,4487.25,0.0802,1,0,0,1,0,0.4054,0
38,913.66,0.0293,5,0,0,0,0,0.3819,1
72,2320.04,0.3427,4,1,0,0,1,0.156,1
21,3122.38,0.1512,4,0,0,0,0,0.6489,1
35,1903.01,0.339,12,1,1,0,0,0.3415,1
38,1318.02,0.1341,3,1,1,0,0,0.5633,1
56,2025.52,0.1169,3,0,0,1,0,0.738,0
44,3749.9,0.3026,4,0,1,0,0,0.4401,1
30,3750.48,0.4055,8,0,0,0,0,0.5496,1
54,6276.16,0.2529,7,1,0,0,0,0.0086,0
77,12555.42,0.3177,7,0,0,0,0,0.294,1
28,5494.25,0.5858,5,3,1,0,0,0.3882,1
35,3276.96,0.1669,4,0,0,0,0,0.4347,1
49,10723.53,0.3665,8,0,0,0,0,0.4154,0
63,1409.29,0.2136,8,1,0,0,0,0.61,0
29,1045.96,0.101,9,1,0,0,0,0.2864,0
34,2138.73,0.3542,3,1,0,0,0,0.5221,1
34,5927.23,0.2188,3,0,0,0,1,0.5518,0
57,4028.45,0.5706,4,0,0,1,0,0.2643,0
25,1850.12,0.2242,6,0,1,0,0,0.0591,1
59,2353.7,0.3687,2,1,0,0,0,0.2057,1
46,1728.67,0.2357,5,2,0,0,0,0.2724,0
40,1728.65,0.2124,8,3,0,0,1,0.2567,1
71,9233.88,0.248,5,0,0,0,0,0.1795,0
69,3340.71,0.1375,2,0,0,0,0,0.2499,0
68,10527.53,0.3165,7,1,1,0,0,0.0399,0
73,2134.51,0.3278,2,0,1,0,0,0.0353,0
34,4888.67,0.1538,14,0,0,0,0,0.4853,1
71,4172.41,0.2545,5,0,0,0,0,0.1543,0
31,6172.19,0.0568,6,1,0,1,0,0.3894,0
40,4241.74,0.1657,3,1,1,0,0,0.297,0
53,6575.13,0.1779,7,2,0,0,0,0.437,1
64,5077.22,0.504,4,4,0,0,0,0.1264,1
55,1891.71,0.1019,4,2,0,0,0,0.2636,1
54,5651.23,0.4025,11,2,0,0,1,0.4821,1
43,3422.55,0.2601,11,1,0,0,0,0.2308,0
55,2284.65,0.63,1,1,1,1,0,0.0295,0
49,5521.4,0.2636,7,0,0,0,0,0.7041,1
49,6329.24,0.1531,1,1,0,0,0,0.1315,1
55,2724.01,0.1916,4,1,0,0,0,0.4478,0
56,2950.3,0.1535,6,1,1,0,0,0.3025,1
40,1584.03,0.5545,5,0,0,0,0,0.281,1
29,1232.95,0.517,6,2,0,0,0,0.1195,0
38,3148.29,0.1002,7,1,0,1,0,0.1335,0
45,5856.06,0.1298,7,1,0,2,0,0.4229,0
30,2581.28,0.2022,8,0,0,0,0,0.3802,1
31,8575.6,0.329,7,1,2,0,0,0.3632,0
77,3219.42,0.3589,6,1,0,0,0,0.2371,1
37,3227.28,0.0814,11,1,1,0,0,0.369,1
64,3061.15,0.1076,8,1,1,0,0,0.1293,0
28,6561.38,0.2252,6,1,2,0,0,0.3681,1
78,2048.07,0.2068,4,3,0,0,0,0.1221,0
33,3369.85,0.4486,6,0,0,0,0,0.3587,0
44,2621.7,0.3355,5,1,0,0,0,0.6166,1
67,2599.46,0.3391,9,0,1,0,0,0.2967,0
32,3718.56,0.3518,4,0,1,0,0,0.0516,1
53,3401.62,0.1589,8,2,1,0,0,0.4087,0
67,6843.15,0.1082,7,0,0,0,0,0.1932,0
22,3617.49,0.3786,6,0,0,0,0,0.4436,1
22,5079.68,0.6932,4,1,0,0,0,0.3175,0
67,4038.6,0.0494,5,1,1,0,0,0.3919,0
36,8452.82,0.2485,7,0,1,0,0,0.1753,0
74,3036.83,0.3963,8,4,0,0,0,0.3405,0
75,3041.96,0.3091,4,0,0,0,0,0.3675,0
72,5693.17,0.3401,4,0,0,0,0,0.1713,0
79,3012.12,0.289,8,2,0,0,0,0.6009,1
69,4910.03,0.3433,6,1,0,0,0,0.1687,1
43,14805.42,0.2592,9,0,1,0,0,0.2714,1
79,2023.59,0.2537,4,2,0,0,0,0.2865,0
41,9127.09,0.3791,6,0,0,0,0,0.5665,1
55,2709.92,0.155,8,2,1,0,0,0.1352,1
21,8124.24,0.5877,4,1,0,1,0,0.0531,0
77,5495.18,0.2626,6,1,0,0,0,0.4151,1
55,5219.71,0.1843,8,0,1,0,0,0.352,0
76,3325.66,0.1494,7,1,1,0,0,0.5466,1
41,3132.85,0.5513,10,0,0,0,0,0.415,1
39,2360.89,0.2081,5,1,0,0,0,0.7125,0
51,3654.69,0.6116,4,0,0,0,0,0.3214,1
71,3260.56,0.3467,5,2,1,0,0,0.1497,0
53,4083.1,0.4759,4,0,0,0,0,0.1206,1
67,1561.82,0.2951,5,0,0,0,0,0.0735,0
33,3690.76,0.6185,6,2,1,0,0,0.123,0
66,7766.63,0.2038,3,1,0,0,0,0.2717,1
64,6415.22,0.2618,5,2,0,0,0,0.2771,1
73,3691.55,0.5453,3,3,1,0,0,0.38,1
24,16940.3,0.2065,6,0,0,0,0,0.4505,1
43,2574.96,0.2905,7,0,0,0,0,0.1067,1
26,3456.45,0.2785,7,1,0,0,0,0.6628,0
44,1524.91,0.3843,4,0,0,0,0,0.3475,0
65,2857.83,0.1437,6,1,2,0,0,0.3369,0
58,10643.33,0.4548,9,2,0,0,0,0.4098,0
65,2924.01,0.2458,5,1,0,0,0,0.4942,0
64,1455.79,0.4917,7,1,0,0,0,0.5173,0
79,6143.8,0.0782,7,1,0,0,0,0.4627,0
72,4598.69,0.252,9,1,0,0,0,0.0399,0
55,5993.24,0.1982,5,0,0,0,0,0.1037,0
72,3046.56,0.3019,9,2,0,1,0,0.3724,1
23,1989.67,0.3028,5,1,0,0,0,0.2401,0
63,3261.12,0.2723,5,1,0,1,0,0.0537,1
51,5079.19,0.4239,3,0,0,0,0,0.7789,0
77,3486.33,0.4192,4,0,0,0,0,0.2911,1
50,4595.23,0.2998,2,0,0,0,1,0.1606,1
31,2638.35,0.2682,13,2,0,0,0,0.4247,1
63,4698.78,0.0686,5,1,1,0,0,0.2689,1
77,3634.37,0.5633,3,2,0,0,0,0.1707,0
21,2383.86,0.2261,4,1,1,1,0,0.018,1
24,3959.88,0.2444,5,1,1,0,0,0.5279,0
60,2887.03,0.3237,7,1,1,1,0,0.0586,0
53,5272.7,0.3563,6,1,0,0,0,0.2786,0
53,6148.07,0.4028,11,0,0,0,0,0.4564,1
26,4919.31,0.0569,1,1,0,0,0,0.1092,1
54,1365.13,0.6066,8,0,0,0,0,0.6314,0
54,2040.88,0.0585,3,1,1,1,0,0.45,1
71,2485.06,0.2431,6,0,0,0,0,0.082,1
44,2257.95,0.2504,8,0,0,0,0,0.6116,1
41,2628.82,0.4577,8,1,0,0,0,0.3997,0
25,6343.27,0.8293,3,1,0,1,0,0.4366,1
54,5536.91,0.2484,6,0,2,1,0,0.631,1
59,2823.38,0.4053,3,3,0,0,0,0.5837,1
37,5193.05,0.4581,7,1,1,1,0,0.1911,1
64,4435.1,0.346,4,0,0,0,0,0.1457,0
76,3569.87,0.2627,3,1,0,0,0,0.0592,0
31,7251.29,0.184,7,0,1,0,0,0.5139,1
54,2448.48,0.3916,9,2,1,0,0,0.5471,1
61,3758.05,0.1669,4,1,1,0,0,0.3242,1
22,1938.14,0.2387,8,2,0,0,0,0.1495,1
31,1994.69,0.4782,5,1,0,0,0,0.0188,1
44,1609.28,0.2334,4,0,0,0,0,0.4,1
29,2015.22,0.2481,12,1,0,0,0,0.0611,1
41,3827.09,0.3498,5,1,0,0,0,0.0516,0
29,3036.65,0.1407,4,2,0,0,0,0.0516,0
73,3096.65,0.584,4,2,0,0,0,0.1288,0
56,3042.7,0.0747,5,0,0,0,0,0.2795,0
40,10547.52,0.1408,5,2,0,0,0,0.4369,0
66,1840.31,0.6564,7,1,0,0,0,0.0636,1
22,1725.97,0.1491,7,5,0,0,0,0.1483,0
56,2192.39,0.448,3,0,0,0,0,0.1241,0
61,3487.23,0.2583,4,0,0,0,0,0.0122,0
68,4958.52,0.1114,7,0,0,0,0,0.1649,0
34,5277.21,0.2059,3,0,0,1,1,0.3646,1
55,6417.49,0.3824,7,0,0,2,0,0.1315,0
66,3412.01,0.2821,5,1,0,0,0,0.2005,0
68,2870.4,0.3694,3,0,0,1,0,0.09,0
31,9701.89,0.4459,9,2,1,1,0,0.6013,0
78,685.04,0.4253,10,1,1,0,0,0.1497,1
37,3780.67,0.2677,3,1,0,0,0,0.338,0
44,4712.64,0.4204,13,0,0,0,1,0.0267,1
32,11206.06,0.3571,9,2,0,1,0,0.5484,1
29,1344.34,0.1104,6,1,1,0,0,0.7372,1
36,2829.68,0.3354,4,0,0,0,0,0.2737,1
28,1612.33,0.2939,7,1,1,0,0,0.2663,1
64,1237.73,0.2912,6,2,0,0,0,0.1124,1
56,3220.48,0.418,7,1,1,0,0,0.4501,0
44,6002.05,0.3458,11,0,2,0,0,0.4161,1
53,7506.93,0.516,4,2,1,0,0,0.5137,0
56,2646.19,0.4111,6,2,0,0,0,0.2351,1
31,5431.2,0.4038,4,2,0,0,0,0.2739,0
38,3233.66,0.1533,9,0,0,0,0,0.1359,1
73,5084.46,0.1309,12,1,1,0,0,0.3645,0
21,7278.54,0.3791,4,1,0,0,0,0.0604,0
77,3240.43,0.3317,10,3,0,0,0,0.3354,0
77,6947.83,0.2723,9,1,0,1,0,0.2136,0
35,1758.44,0.2414,8,0,0,1,0,0.0525,0
39,5398.66,0.1922,7,0,1,0,0,0.4746,0
33,6769.65,0.2973,8,1,3,0,0,0.3262,1
54,6362.17,0.1596,4,0,0,0,0,0.2503,0
33,1788.24,0.5793,6,3,1,0,0,0.1938,1
67,3217.99,0.3069,4,1,0,0,0,0.4337,1
43,4364.7,0.1968,5,1,1,0,0,0.3574,0
78,4749.67,0.4354,3,2,0,0,0,0.6916,1
71,3903.1,0.415,4,0,1,0,0,0.7153,0
44,8582.77,0.1117,2,0,0,0,0,0.5856,0
56,1673.4,0.7198,7,2,0,0,0,0.2833,0
22,3152.18,0.3683,7,1,0,0,0,0.2157,1
24,1322.58,0.3187,4,1,0,0,0,0.1793,0
50,5285.64,0.5171,6,1,0,0,0,0.0871,0
48,5078.5,0.3046,7,2,0,0,0,0.2589,0
44,27150.81,0.1402,3,2,0,0,0,0.3402,0
26,6740.0,0.2466,5,2,0,0,1,0.1929,1
70,4441.82,0.1039,4,0,0,0,0,0.2938,1
44,4242.62,0.0575,11,2,0,0,0,0.3918,0
48,3011.02,0.2258,2,1,0,0,0,0.1901,0
44,3937.47,0.0213,7,0,0,0,0,0.2841,1
50,4297.33,0.2661,4,0,0,0,0,0.0928,1
59,1120.07,0.1201,4,1,0,0,0,0.2487,1
66,4097.56,0.0844,4,2,0,0,0,0.3336,0
53,3868.44,0.0915,5,0,0,0,0,0.3911,0
30,10429.65,0.2448,5,1,0,0,0,0.1307,0
72,3364.37,0.4277,4,1,0,0,0,0.0602,1
37,2300.02,0.1805,7,0,0,0,0,0.2636,0
21,4277.48,0.161,4,2,0,0,0,0.3239,0
23,3807.05,0.1816,6,0,1,0,0,0.325,1
66,3366.54,0.5379,7,2,0,0,0,0.4509,0
43,1690.21,0.2987,9,1,0,0,0,0.3712,1
22,3315.58,0.4363,6,2,0,1,0,0.4761,1
68,2572.12,0.1433,3,2,0,0,0,0.2547,0
38,3197.46,0.4822,6,2,0,0,0,0.2981,0
78,5649.33,0.1366,4,0,0,0,0,0.1487,1
72,2429.14,0.4414,9,1,0,0,0,0.2891,0
23,3188.36,0.1488,7,2,1,0,0,0.4332,0
61,5037.79,0.4015,7,1,0,0,2,0.0561,1
56,3097.52,0.1549,7,0,0,0,0,0.1148,1
31,17422.39,0.4747,3,1,0,0,0,0.4537,0
41,4227.3,0.3791,5,0,0,0,0,0.187,0
49,1728.25,0.0926,2,3,0,0,0,0.1731,0
29,2200.45,0.1828,5,1,1,0,0,0.1391,1
63,2071.52,0.3649,6,1,0,1,0,0.6693,1
37,2219.38,0.2378,4,0,1,1,0,0.3052,1
76,5025.03,0.3034,4,1,0,0,1,0.6437,1
68,1874.49,0.2452,7,4,1,0,0,0.0401,1
58,2984.77,0.2609,2,1,1,0,0,0.3042,0
28,7227.5,0.2078,4,0,0,1,1,0.4066,1
22,2665.47,0.0121,4,1,0,0,0,0.1264,0
29,5447.39,0.1607,5,2,0,0,0,0.5049,1
50,1326.39,0.5546,3,1,0,1,0,0.1018,1
67,2915.02,0.2809,8,3,2,0,0,0.0116,0
30,2139.73,0.0243,6,1,0,0,0,0.3467,1
62,4358.41,0.3606,3,1,0,1,0,0.5049,1
23,1956.93,0.6956,8,0,0,0,0,0.0136,0
36,12604.31,0.2713,3,1,0,0,0,0.375,0
56,1361.54,0.6238,9,0,0,0,1,0.2381,0
69,7197.35,0.1848,6,0,0,1,1,0.4031,1
66,6166.99,0.5748,9,2,0,0,1,0.3302,1
52,4384.88,0.3265,9,0,0,0,0,0.2464,1
23,3761.83,0.2948,5,1,0,0,0,0.4006,0
38,11080.87,0.3207,5,2,1,0,1,0.1833,1
67,16035.79,0.4737,4,1,0,0,0,0.1724,0
25,3215.18,0.1994,13,2,0,1,0,0.0529,1
62,4002.45,0.327,5,0,1,0,0,0.4229,1
62,2613.8,0.5226,3,1,0,0,0,0.2411,1
65,1805.2,0.5878,8,1,0,0,0,0.275,1
33,4807.19,0.1519,6,2,0,0,0,0.4183,1
35,4229.22,0.4321,9,1,0,0,0,0.1982,0
32,1385.57,0.5078,6,0,0,1,0,0.0491,0
44,4786.72,0.5941,5,1,0,0,0,0.4561,1
51,4315.14,0.3206,8,0,0,0,0,0.1097,1
28,2538.31,0.3687,10,2,1,0,1,0.1775,1
54,2440.81,0.4382,11,2,0,0,1,0.1821,0
35,4695.07,0.1597,7,1,0,2,0,0.7382,1
54,9559.87,0.4219,14,0,1,1,0,0.204,0
38,4624.1,0.4556,4,0,0,0,0,0.7231,0
77,5815.55,0.2023,0,0,0,0,0,0.504,0
39,2209.85,0.574,8,2,0,0,0,0.3253,1
72,2839.65,0.4127,5,0,0,0,0,0.5223,0
31,5243.84,0.2091,5,1,0,0,0,0.1685,1
26,1611.62,0.4189,7,2,0,1,0,0.0797,0
32,4122.94,0.1872,7,1,0,1,0,0.4439,0
45,4895.41,0.4967,2,2,1,1,0,0.3087,0
74,3557.74,0.2506,2,3,0,0,0,0.5581,0
31,4409.97,0.4616,11,0,0,0,0,0.1254,1
67,3769.48,0.2302,8,0,0,1,0,0.3428,0
62,2506.65,0.3182,9,0,1,0,0,0.2181,0
41,1795.67,0.3135,10,1,0,0,0,0.5824,1
40,3448.9,0.5453,9,0,0,0,0,0.2941,0
76,7964.13,0.1632,3,1,0,1,0,0.3629,1
63,6732.01,0.0654,10,3,0,0,0,0.2733,1
35,2959.57,0.3147,8,3,0,0,0,0.1298,1
74,2922.92,0.0164,10,1,1,0,0,0.1806,0
45,2796.64,0.1308,6,1,0,0,0,0.1856,0
25,2796.85,0.3337,6,1,1,0,0,0.0787,1
68,4327.09,0.2381,5,1,0,0,0,0.3172,0
72,6867.04,0.4206,8,3,0,0,0,0.2231,1
47,14153.05,0.1568,3,0,0,0,0,0.3348,0
62,2212.97,0.0999,3,2,0,0,0,0.6123,0
34,5381.42,0.1666,5,0,0,0,0,0.0638,1
71,5041.21,0.2615,8,0,1,0,0,0.3421,1
42,2987.38,0.5377,9,1,0,0,0,0.2779,1
36,1967.26,0.1256,4,0,0,0,0,0.1162,0
50,4295.07,0.4783,7,0,0,0,0,0.0939,1
36,12989.91,0.0115,4,2,0,0,0,0.1166,0
57,4278.8,0.1906,8,2,0,0,0,0.2886,1
65,2270.29,0.311,4,1,0,0,0,0.2185,0
44,3313.1,0.1341,5,0,0,0,0,0.5445,1
67,1837.01,0.4617,12,0,1,0,0,0.3378,0
46,3681.61,0.5514,7,1,0,0,0,0.0218,0
78,5486.49,0.1745,9,2,0,0,0,0.2054,0
36,2402.92,0.1092,3,1,1,0,0,0.32,1
62,516.27,0.2381,5,2,0,0,0,0.6709,1
52,4298.96,0.0619,3,0,2,0,0,0.3157,0
76,2694.77,0.2946,4,1,0,0,0,0.7616,0
33,2320.64,0.6272,5,1,0,0,0,0.0919,0
32,2308.65,0.2912,10,4,0,0,0,0.2062,0
72,4629.25,0.1387,1,0,1,0,0,0.5911,1
74,2850.52,0.2529,6,2,0,1,0,0.1841,1
65,6363.08,0.3766,5,1,0,0,0,0.1106,0
49,6447.65,0.2831,3,0,0,0,0,0.0681,0
45,3095.24,0.6696,7,0,0,0,0,0.6952,1
60,2663.72,0.0352,7,0,0,0,0,0.0886,0
65,3930.91,0.3094,7,0,0,0,1,0.0569,1
37,3336.79,0.3892,9,1,0,0,0,0.3951,0
21,1272.19,0.501,5,0,0,0,0,0.6514,1
25,11481.15,0.4269,4,1,1,0,0,0.1995,0
41,5589.26,0.228,5,2,1,0,0,0.2954,0
61,2757.03,0.0931,5,1,0,0,0,0.2627,0
46,1153.05,0.2418,2,0,0,1,0,0.435,0
57,3267.37,0.0917,8,1,0,0,0,0.1816,0
48,2558.6,0.34,7,2,1,0,0,0.7612,0
35,3511.0,0.1343,4,0,2,0,0,0.4027,1
65,993.94,0.779,10,1,1,0,0,0.1357,1
63,2742.57,0.1353,5,3,1,0,0,0.4264,1
77,2844.68,0.408,1,1,0,0,0,0.0419,1
69,3244.23,0.2092,6,1,1,0,0,0.1964,0
43,3159.84,0.1406,9,1,1,0,0,0.5889,1
62,3756.9,0.64,8,1,0,0,0,0.5142,0
41,9069.81,0.0601,8,0,0,0,0,0.0507,0
72,2673.09,0.3335,3,0,0,0,1,0.2861,0
57,2107.6,0.2871,9,1,0,1,0,0.2022,1
70,1291.55,0.3988,3,1,0,1,0,0.3625,1
37,2679.36,0.2204,7,4,0,0,0,0.3703,1
21,1570.66,0.1977,4,0,1,0,0,0.2095,0
29,6477.29,0.2449,7,2,0,0,0,0.1137,1
52,3436.94,0.2602,5,1,0,0,0,0.1622,1
77,6397.61,0.4089,4,0,0,1,0,0.2139,1
57,8772.86,0.1724,7,0,0,0,0,0.185,0
68,2166.71,0.159,6,0,1,0,0,0.3632,0
48,2955.98,0.5497,6,2,0,0,0,0.0267,0
77,8095.08,0.3386,9,0,0,0,0,0.2651,1
